d_most_recent_category,total,percentage
3_information_technology,5950511.17,0.4546
2_professional_services,5541579.72,0.4233
5_transportation_and_logistics,604742.56,0.0462
6_industrial_products_and_services,363630.17,0.0278
9_human_capital,339624.96,0.0259
10_office_management,267284.68,0.0204
1_facilities_and_construction,22765.05,0.0017
