d_vendor_name,overall_total
COFOMO,628391.7228177966
DELL COMPUTER,621211.1799999999
NORTHERN MICRO,574751.47
VERSACOM,390017.66
DONNA CONA,350495.77
I4C INFORMATION TECHNOLOGY CONSULTING,324576.16
ME MAXIME ROY,302572.15852687147
ALTIS HUMAN RESOURCES,277080.43
ARIANE GAGNON ROCQUE ROY CHARBONNEAU AVOCATS S E N C,250837.13
"NATIONS TRANSLATION GROUP",243364.27755390172
LOCUS SYSTEMS,189156.87
ROY CHARBONNEAU AVOCATS S E N C,186259.5
MICROSOFT CANADA,175488.74
FORD MOTOR COMPANY,172512.84
NISHA TECHONOLOGIES,158375.61000000002
BROWN CAROLYN,144777
TOSHIBA TEC CANADA BUSINESS SOLUTIONS,138387.15
SAMSON ASSOCIATES,136130.4
KITCHENER AERO AVIONICS,131332.5
COX AND PALMER,128468.46999999999
INTEGRA NETWORKS,126345.4285194942
BARBARA MCISAAC LAW,124937.00000000001
CREMER PIERRE,120403.44462450592
GENERAL ELECTRIC CANADA,119160.9
SHARP ELECTRONICS,117244.8824224352
BARBARA MCISAAC,109573.26999999999
CONWAY BAXTER WILSON,108316.84213235353
DYNABOOK,100054.48
NEWFOUND RECRUITING,98717.54
SUBARU CANADA,88538.39
LIONBRIDGE,86231.25
PARE BENOIT,86231.25
SOFTCHOICE,85693.81225929347
MAHONEY ANNE LOUISE,83675
VWR CANLAB,81945.68000000001
ANTHONY MACAULEY ASSOCIATES,80362.54999999999
APPLIED ELECTONICS,79608.3
HITACHI DATA SYSTEMS,75258
HYPERTEC,72993.17
GUDMUNDSETH MICKELSON,64990.840000000004
HYPERACTIVE PRODUCTIONS,64480.02999999999
QUINTET,63280.00000000001
L3 COMMUNICATIONS,62252.658029556645
ISAACS,59974.75
QUANTUM MANAGEMENT SERVICES,58611.63
CHINOOK HELICOPTERS 1982,57130.5
SAS INSTITUTE,54204.97230136986
CNW GROUP,53110
HONEYWELL,51341.03
SENSUS COMMUNICATION SOLUTIONS,50617.75
ARIANE GAGNON ROCQUE AVOCAT,50359.05
DYNAMIX OTTAWA,45938.4
LEGER MARKETING,44774.23432432432
MITSUBISHI MOTORS,43867.56
GILLIAN SCOBIE EDITORIAL SERVICES,43567.67073954984
ASOKAN BUSINESS INTERIORS,42661.61
BELL CANADA,42625.840000000004
CANADIAN HELICOPTERS EDMONTON,41380.5
NOVA NETWORKS,40162.86760775861
EDMONTON FLYING CLUB,39952.509999999995
BYWORD COMMUNICATIONS,39000
SIMEX DEFENCE,38514.92
PRINTER PLUS,37204.55
HACKETT CONSULTING,36408.58895705522
COMPUGEN,34542.873529411765
TOYOTA CANADA,34251.48
DYNABOOK CANADA,33419.09
SHARMA ASSOCIATES,33256.85212060968
SKYTRAC SYSTEMS,32068.359999999997
GX ANNUAL LICENSE,31175.75
ZERNAM ENTREPRISE,30459.149999999998
COMPUPHILE SYSTEMS,30099.890000000003
POLYCOM,29329.54
BENOIT PARE,28743.75
CAROLYN BROWN,28743.75
COMPAGNIE AMPLEXOR CANADA,28743.75
PIERRE CREMER,28743.75
SIMNER,28743.75
FCA CANADA,28105.999999999996
PASSPORT HELICO,27195.000000000004
CORPORATION DES PILOTES DU BAS SAINT LAURENT,26159.11
GRAND TOY,25901.04
DARLENE,24999.980000000003
PALIARE ROLAND ROSENBERG ROTHSTEIN,24995.609999999997
QMR,24834.6
LANTEC MARINE,24150
ADVANCED SYMBOLICS 2015,22995
MELTWATER NEWS CANADA,22900.503452054792
CISION,22765.05
ADVANCED PRESENTATION PRODUCTS,22146.309999999998
CISION CANADA,21978.62
CHARRON HUMAN RESOURCES,21505.649999999998
BEVA GLOBAL MANAGEMENT,21018
CLEMEX TECHNOLOGIES,21012.350000000002
FASKEN MARTINEAU DUMOULIN,20947.5
MAXSYS STAFFING AND CONSULTING,20833.25
LEARNING TREE INTERNATIONAL,20695.5
BRUEL KJAER,20368.97
METRO AVIATION,19350
KF AEROSPACE,18553.5
