d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2017-2018,33335.00,34333.52
it_consulting_services,2018-2019,82631.41,83591.82
it_consulting_services,2019-2020,336863.84,333221.65
it_consulting_services,2020-2021,791816.06,754391.70
it_consulting_services,2021-2022,1014645.88,935939.40
it_consulting_services,2022-2023,1150022.26,1029117.77
it_devices_equipment,2017-2018,476896.19,490719.49
it_devices_equipment,2018-2019,57184.18,57718.37
it_devices_equipment,2019-2020,223860.94,222058.42
it_devices_equipment,2020-2021,382868.60,363393.12
it_devices_equipment,2021-2022,273048.12,248124.26
it_devices_equipment,2022-2023,192514.56,171512.96
it_other,2017-2018,95368.80,98193.86
it_other,2018-2019,932587.99,946638.47
it_other,2019-2020,217054.85,216090.01
it_other,2020-2021,284941.97,270228.31
it_other,2021-2022,221435.62,204111.59
it_other,2022-2023,40651.76,36377.72
it_software_licensing,2017-2018,127337.66,131265.79
it_software_licensing,2018-2019,111001.75,112581.81
it_software_licensing,2019-2020,143531.54,141351.69
it_software_licensing,2020-2021,287164.38,273545.18
it_software_licensing,2021-2022,227544.28,212092.91
it_software_licensing,2022-2023,399766.91,357334.56
