d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2021-2022,23479.27,8676.51
11_defence,2017-2018,352279.60,361540.80
11_defence,2018-2019,1557080.86,1579230.51
11_defence,2019-2020,1570229.25,1566975.56
4_medical,2020-2021,12320236.52,12044551.30
4_medical,2021-2022,11331793.48,9788013.24
5_transportation_and_logistics,2020-2021,58719.40,55502.25
5_transportation_and_logistics,2021-2022,44431.06,35620.57
6_industrial_products_and_services,2017-2018,601704.89,614969.45
6_industrial_products_and_services,2018-2019,952343.35,968043.43
6_industrial_products_and_services,2019-2020,526516.06,525279.35
6_industrial_products_and_services,2020-2021,192869.03,189423.96
6_industrial_products_and_services,2021-2022,665264.46,518934.68
