owner_org,d_fiscal_year,total
dfo-mpo,2017-2018,21572.83
dfo-mpo,2018-2019,20879.64
dfo-mpo,2019-2020,113346.63
dfo-mpo,2020-2021,58719.40
dnd-mdn,2017-2018,833325.60
dnd-mdn,2018-2019,2310429.32
dnd-mdn,2019-2020,1709173.61
ec,2017-2018,6636.69
nrcan-rncan,2018-2019,23399.83
pc,2017-2018,12491.01
phac-aspc,2020-2021,12320236.52
rcmp-grc,2017-2018,61274.65
rcmp-grc,2018-2019,122620.27
rcmp-grc,2019-2020,260701.49
rcmp-grc,2020-2021,182541.82
tc,2017-2018,18683.70
tc,2018-2019,32095.14
tc,2019-2020,13523.58
tc,2020-2021,10327.21
