d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2021-2022,7480.76,6756.62
2_professional_services,2021-2022,16396.30,14920.94
3_information_technology,2018-2019,276785.07,280368.29
3_information_technology,2019-2020,415177.60,411673.93
3_information_technology,2020-2021,414043.24,393618.60
3_information_technology,2021-2022,414043.24,384416.37
6_industrial_products_and_services,2017-2018,1039993.86,1066929.12
6_industrial_products_and_services,2018-2019,921698.22,936353.08
6_industrial_products_and_services,2019-2020,671089.58,667389.40
6_industrial_products_and_services,2020-2021,60218.03,57247.49
6_industrial_products_and_services,2021-2022,60218.03,55909.13
