d_fiscal_year,total,total_constant_2019_dollars
2017-2018,1039993.86,1066929.12
2018-2019,1198483.29,1216721.37
2019-2020,1086267.18,1079063.33
2020-2021,474261.26,450866.09
2021-2022,498138.32,462003.07
