d_fiscal_year,total,total_constant_2019_dollars
2017-2018,4485641.74,4623489.33
2018-2019,3095526.83,3150918.60
2019-2020,4534241.48,4498464.30
2020-2021,2431429.60,2316956.81
2021-2022,3397455.04,3163700.51
