d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,30744.440922798556
1_facilities_and_construction,2018-2019,31001.726897297645
1_facilities_and_construction,2019-2020,94166.66666666667
1_facilities_and_construction,2020-2021,93909.38069216759
2_professional_services,2019-2020,25932.37
5_transportation_and_logistics,2017-2018,1033471.8793917714
5_transportation_and_logistics,2018-2019,966448.0678178694
5_transportation_and_logistics,2019-2020,936409.3990721649
5_transportation_and_logistics,2020-2021,722950.7022623138
7_travel,2018-2019,97642.29999999999
7_travel,2019-2020,74687.86
9_human_capital,2017-2018,10235.949999999999
9_human_capital,2018-2019,21000
9_human_capital,2019-2020,15000
