d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,109642.49208301007
1_facilities_and_construction,2018-2019,1889888.84316305
1_facilities_and_construction,2019-2020,3161709.125954294
1_facilities_and_construction,2020-2021,3186864.329845129
10_office_management,2017-2018,15199.07
2_professional_services,2017-2018,41432923.027153924
2_professional_services,2018-2019,41435716.814511284
2_professional_services,2019-2020,41616271.912038505
2_professional_services,2020-2021,41482538.82741285
8_security_and_protection,2018-2019,24835.629999999997
