d_fiscal_year,total,total_constant_2019_dollars
2017-2018,3032852.42,3122804.34
2018-2019,1939034.15,1979274.27
2019-2020,456985.02,454130.05
2020-2021,478304.28,456688.60
2021-2022,437926.56,408570.85
