d_most_recent_category,d_fiscal_year,total
11_defence,2017-2018,246715.56702586208
11_defence,2018-2019,246715.56702586208
11_defence,2019-2020,247391.5000862069
2_professional_services,2017-2018,8897258.151467137
2_professional_services,2018-2019,8897258.151467137
2_professional_services,2019-2020,8921634.201197185
2_professional_services,2020-2021,8897258.151467137
6_industrial_products_and_services,2017-2018,1024338.1271786492
6_industrial_products_and_services,2018-2019,1024338.1271786492
6_industrial_products_and_services,2019-2020,1027144.5330065358
6_industrial_products_and_services,2020-2021,1024338.1271786492
