d_fiscal_year,total,total_constant_2019_dollars
2017-2018,14599703.37,15047138.38
2018-2019,14862968.51,15134648.39
2019-2020,17194263.79,17034116.90
2020-2021,16812308.75,16035122.81
2021-2022,9548075.46,8934717.04
