d_fiscal_year,total,total_constant_2019_dollars
2017-2018,2928531114.80,3003442126.41
2018-2019,3102598843.47,3149347069.51
2019-2020,3237407159.62,3206628536.21
2020-2021,3703894871.32,3519190872.96
2021-2022,3973457886.00,2984491738.35
