owner_org,d_fiscal_year,total
aafc-aac,2017-2018,50990096.3
aafc-aac,2018-2019,57684434.23
aafc-aac,2019-2020,55167776.02
aafc-aac,2020-2021,53494133.8
aandc-aadnc,2017-2018,11114694.36
aandc-aadnc,2018-2019,15770473.69
aandc-aadnc,2019-2020,12701070.41
aandc-aadnc,2020-2021,3086729.06
acoa-apeca,2017-2018,1945757.22
acoa-apeca,2018-2019,1664029.23
acoa-apeca,2019-2020,2794271.69
acoa-apeca,2020-2021,1720981.29
atssc-scdata,2017-2018,4851272.13
atssc-scdata,2018-2019,5114561.53
atssc-scdata,2019-2020,6928146.33
atssc-scdata,2020-2021,9613610.15
cannor,2017-2018,125724.41
cannor,2018-2019,166887.28
cannor,2019-2020,23553.16
cannor,2020-2021,11326.22
cas-satj,2017-2018,7135368.24
cas-satj,2018-2019,4491396.67
cas-satj,2019-2020,8146877.76
cas-satj,2020-2021,6888903.47
casdo-ocena,2020-2021,73814.96
cbsa-asfc,2017-2018,150065509.79
cbsa-asfc,2018-2019,161263577.81
cbsa-asfc,2019-2020,217922453.24
cbsa-asfc,2020-2021,246010624.86
ccohs-cchst,2017-2018,92356.57
ccohs-cchst,2018-2019,143867.47
ccohs-cchst,2019-2020,208900.33
ccohs-cchst,2020-2021,237939.41
ced-dec,2017-2018,1648563.83
ced-dec,2018-2019,1240520.81
ced-dec,2019-2020,1423682.26
ced-dec,2020-2021,2024318.67
cer-rec,2017-2018,17686993.54
cer-rec,2018-2019,14813075.12
cer-rec,2019-2020,10221305.51
cer-rec,2020-2021,9877560.27
cfia-acia,2017-2018,22227049
cfia-acia,2018-2019,22406705.42
cfia-acia,2019-2020,15416779.57
cfia-acia,2020-2021,25637043.07
cgc-ccg,2017-2018,919637.55
cgc-ccg,2018-2019,783937.5
cgc-ccg,2019-2020,1638519.54
cgc-ccg,2020-2021,1981057.36
chrc-ccdp,2017-2018,760212.81
chrc-ccdp,2018-2019,1432149.66
chrc-ccdp,2019-2020,889451.13
chrc-ccdp,2020-2021,1693387.76
cic,2017-2018,86302804.38
cic,2018-2019,86952901.77
cic,2019-2020,96824732.86
cic,2020-2021,104684461.87
cics-scic,2017-2018,170375.15
cics-scic,2018-2019,59286.95
cics-scic,2019-2020,217547.64
cics-scic,2020-2021,81359.9
cihr-irsc,2017-2018,4171008.47
cihr-irsc,2018-2019,5349667.8
cihr-irsc,2019-2020,2789452.99
cihr-irsc,2020-2021,3149134.47
cnsc-ccsn,2017-2018,7980285.55
cnsc-ccsn,2018-2019,6153529.39
cnsc-ccsn,2019-2020,7186412.21
cnsc-ccsn,2020-2021,5945213.74
cpc-cpp,2017-2018,886215.51
cpc-cpp,2018-2019,426784.1
cpc-cpp,2019-2020,1029306.35
cpc-cpp,2020-2021,374401.99
cra-arc,2017-2018,NA
cra-arc,2018-2019,NA
cra-arc,2019-2020,126800949.32
cra-arc,2020-2021,167301699.83
crtc,2017-2018,6717846.62
crtc,2018-2019,6025683.85
crtc,2019-2020,7900342.66
crtc,2020-2021,8721578.43
csa-asc,2017-2018,107258639.42
csa-asc,2018-2019,104715646.4
csa-asc,2019-2020,109370862.18
csa-asc,2020-2021,110000728.35
csc-scc,2017-2018,52265853.45
csc-scc,2018-2019,56382976.4
csc-scc,2019-2020,63414074.92
csc-scc,2020-2021,56861447.23
