normalized_vendor_name,original_vendor_name
ROGERS,ROGERS WIRELESS
ROGERS,ROGERS COMMUNICATIONS PARTNERSHIP
ROGERS,SPRINT CANADA INC.
ROGERS,ROGERS CABLE COMMUNICATIONS INC.
ROGERS,ROGERS COMMUNICATIONS CANADA INC.
ROGERS,ROGERS OTTAWA
ROGERS,ROGERS CABLE COMMUNICATIONS  INC.
ROGERS,ROGERS BUSINESS SOLUTIONS
ROGERS,ROGERS COMMUNICATIONS INC.
ROGERS,Rogers Communication Inc.
ROGERS,ROGERS OTTAWA LIMITED
ROGERS,ROGERS COMMUNICATION CANADA INC
ROGERS,Rogers Communications Canada Inc.
ROGERS,Rogers Cable Communications Inc.
ROGERS,Rogers Communications Canada Inc
ROGERS,ROGERS
ROGERS,ROGERS COMMUNICATION CANADA
ROGERS,Rogers Business Solutions
ROGERS,Rogers
ROGERS,Rogers Communication Canada Inc
ROGERS,ROGERS WIRELESS INC.
ROGERS,Rogers Communications Partnership
ROGERS,ROGERS COMMUNICATIONS
ROGERS,Rogers Communications
ROGERS,Rogers Wireless
ROGERS,ROGERS MEDIA INC.
ROGERS,ROGERS MEDIA INC
ROGERS,Rogers AT&T
ROGERS,Rogers Payment Center
ROGERS,ROGERS CABLE INC
ROGERS,ROGERS CABLE INC.
ROGERS,ROGERS DATA CENTRES INC
ROGERS,LE GROUPE ROGERS
ROGERS,ROGERS PAYMENT CENTRE
ROGERS,Rogers Cable
ROGERS,ROGERS TELECOM INC
ROGERS,Rogers Blue Jays Baseball
ROGERS,Rogers Communicaion Inc.
ROGERS,Rogers Communication Inc
ROGERS,Rogers Consulting Inc.
ROGERS,Rogers Data Centres
ROGERS,Rogers Communications Inc.
ROGERS,Rogers Communicaiton Canada Inc.
ROGERS,Rogers Telecom
ROGERS,Rogers Media Inc.
ROGERS,ROGERS DATA CENTRES INC.
ROGERS,Rogers Payment Centre
ROGERS,ROGERS MEDIA INC. C/O CREATIVE SHOW PRODUCTIONS
ROGERS,Rogers Media Publishing
ROGERS,Rogers Wireless INC.
ROGERS,"Rogers Publishing, Magazine"
ROGERS,Rogers Communication Partnership
ROGERS,Rogers Telecom Inc.
ROGERS,ROGERS AT&T
ROGERS,Rogers Data Center Inc.
ROGERS,ROGERS ENTERPRISES LTD.
ROGERS,Rogers Cable Inc.
ROGERS,Rogers Data Services and Cloud
ROGERS,Rogers Broadcasting Limited/Rogers Media Inc.
ROGERS,Rogers Data Centre
ROGERS,ROGERS CONSULTING INC.
ROGERS,ROGERS CABLE COMMUNICATIONS INC./COMMUNICATIONS ROGERS CABLE INC.
ROGERS,ROGERS TELECOM INC. ATT. DIANE MENARD ACCOUNT CONSULTANT
ROGERS,Rogers Wireless Inc.
ROGERS,ROGERS WIRELESS INC
ROGERS,Rogers Rental
ROGERS,ROGERS PUBLISHING LTD.
ROGERS,ROGERS CABLE COMMUNICATIONS INC
ROGERS,ROGERS COMMUNICATIONS CANADA INC
ROGERS,Rogers Cable services
ROGERS,Rogers Telecommunications Services
ROGERS,Rogers Broadcasting Limited/
ROGERS,Rogers communication
ROGERS,ROGERS ENTERPRISES LIMITED
