owner_org,d_fiscal_year,total
acoa-apeca,2019-2020,48713.17829457365
acoa-apeca,2020-2021,70286.82170542635
atssc-scdata,2017-2018,22647.280000000002
cbsa-asfc,2019-2020,152656.9229473684
cbsa-asfc,2020-2021,73943.19705263159
cer-rec,2017-2018,135038.6575903349
cer-rec,2018-2019,143298.52418111046
cer-rec,2019-2020,80303.92828290246
cer-rec,2020-2021,6118.389945652174
cic,2017-2018,1768.907983576642
cra-arc,2017-2018,9896.429299014237
cra-arc,2018-2019,9896.429299014237
cra-arc,2019-2020,12730.533320106058
cra-arc,2020-2021,13622.071256830603
crtc,2019-2020,14381.820757299272
crtc,2020-2021,27483.584169708032
csc-scc,2017-2018,25354.84624856816
csc-scc,2018-2019,25354.84624856816
csc-scc,2019-2020,14865.581088201605
dfatd-maecd,2017-2018,132858.9725629792
dfatd-maecd,2018-2019,132858.9725629792
dfatd-maecd,2019-2020,132046.90863126487
dfatd-maecd,2020-2021,152383.00492610838
dfo-mpo,2017-2018,11847.140000000001
dfo-mpo,2018-2019,20340
dnd-mdn,2017-2018,346984.48727384827
dnd-mdn,2019-2020,12305.7
dnd-mdn,2020-2021,36849.47205479452
elections,2017-2018,190683.52379562042
elections,2018-2019,188891.9357810219
elections,2019-2020,188112.91981751824
elections,2020-2021,187598.95009124087
fcac-acfc,2017-2018,148.2203804347826
fcac-acfc,2018-2019,18228.816916862517
fcac-acfc,2019-2020,17873.362702702703
fin,2017-2018,49741.657657247044
fin,2018-2019,67430.35144425997
fin,2019-2020,58770.82201232033
fin,2020-2021,58610.24599589322
fja-cmf,2017-2018,32959.69676056338
fja-cmf,2018-2019,42441.81323943662
fja-cmf,2019-2020,18984
fja-cmf,2020-2021,2983.034734917733
ic,2017-2018,45539.899437691405
ic,2018-2019,45539.899437691405
ic,2019-2020,45664.66628546591
ic,2020-2021,22779.884839151266
nrc-cnrc,2019-2020,20843.75
nserc-crsng,2017-2018,43318.94152219873
nserc-crsng,2018-2019,56875.58868921776
nserc-crsng,2019-2020,57031.41221987315
nserc-crsng,2020-2021,56875.58868921776
oag-bvg,2018-2019,65792.81386861314
oag-bvg,2019-2020,7369.423357664235
oag-bvg,2020-2021,7349.288321167884
osgg-bsgg,2017-2018,21735.677431488446
pch,2017-2018,93846.5
pch,2018-2019,16950
pch,2020-2021,117403.60999999999
pco-bcp,2017-2018,193497.35875
pco-bcp,2018-2019,193497.35875
pco-bcp,2019-2020,172898.15722171534
pco-bcp,2020-2021,69493.83364507298
phac-aspc,2017-2018,24459.24418604651
phac-aspc,2018-2019,24459.24418604651
phac-aspc,2019-2020,24526.25581395349
phac-aspc,2020-2021,24459.24418604651
ps-sp,2017-2018,70572.79263811973
ps-sp,2018-2019,73972.01923340178
ps-sp,2019-2020,74174.68229979466
ps-sp,2020-2021,73972.01923340178
pwgsc-tpsgc,2019-2020,93764.09302325582
pwgsc-tpsgc,2020-2021,93697.45536384097
rcmp-grc,2017-2018,51094.86481927711
rcmp-grc,2018-2019,130416.9626506024
rcmp-grc,2019-2020,130774.26939759035
rcmp-grc,2020-2021,130416.9626506024
ssc-spc,2017-2018,87349067.05033976
ssc-spc,2018-2019,51247598.47267945
ssc-spc,2019-2020,27206511.634606987
ssc-spc,2020-2021,27154201.33785821
tbs-sct,2017-2018,30420.826520547944
tbs-sct,2018-2019,51019.53812589413
tbs-sct,2019-2020,46686.371874105855
tbs-sct,2020-2021,33105.340000000004
tc,2019-2020,484483.59
