d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2018-2019,131530.01,133105.17
1_facilities_and_construction,2019-2020,361954.77,359067.46
1_facilities_and_construction,2020-2021,360965.82,343755.22
2_professional_services,2020-2021,169036.62,160207.52
2_professional_services,2021-2022,460435.57,428078.76
2_professional_services,2022-2023,460435.57,411999.68
6_industrial_products_and_services,2017-2018,138005.50,142059.26
6_industrial_products_and_services,2018-2019,258317.99,263268.18
6_industrial_products_and_services,2019-2020,259025.71,256959.47
6_industrial_products_and_services,2020-2021,258317.99,246001.57
6_industrial_products_and_services,2021-2022,258317.99,240164.87
6_industrial_products_and_services,2022-2023,1021179.90,908289.29
