d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,121517437.17819948
1_facilities_and_construction,2018-2019,133528343.47431678
1_facilities_and_construction,2019-2020,108152011.82970299
1_facilities_and_construction,2020-2021,119155095.13435784
10_office_management,2017-2018,8174480.670326508
10_office_management,2018-2019,10414571.579147877
10_office_management,2019-2020,5852812.907498379
10_office_management,2020-2021,8752480.811972378
2_professional_services,2017-2018,26639905.126067203
2_professional_services,2018-2019,31044468.14575987
2_professional_services,2019-2020,32571488.626438074
2_professional_services,2020-2021,38699088.61534285
3_information_technology,2017-2018,180317100.43083546
3_information_technology,2018-2019,173884353.9921203
3_information_technology,2019-2020,148989706.3953298
3_information_technology,2020-2021,195871510.53196672
4_medical,2017-2018,4236863.750259805
4_medical,2018-2019,4823115.225967784
4_medical,2019-2020,5251180.722565935
4_medical,2020-2021,6844771.844031028
5_transportation_and_logistics,2017-2018,116624602.88447209
5_transportation_and_logistics,2018-2019,120635328.07827099
5_transportation_and_logistics,2019-2020,111777949.59129955
5_transportation_and_logistics,2020-2021,112227846.49312769
6_industrial_products_and_services,2017-2018,37690703.36226024
6_industrial_products_and_services,2018-2019,35564006.29247982
6_industrial_products_and_services,2019-2020,42461366.49314397
6_industrial_products_and_services,2020-2021,39710423.93940392
7_travel,2017-2018,1831945.0940332902
7_travel,2018-2019,1413969.8087539612
7_travel,2019-2020,512830.88004777033
7_travel,2020-2021,171753.07529563975
8_security_and_protection,2017-2018,75471512.61872691
8_security_and_protection,2018-2019,83314320.01955874
8_security_and_protection,2019-2020,77821582.9190698
8_security_and_protection,2020-2021,53842018.936415374
9_human_capital,2017-2018,5691022.796628215
9_human_capital,2018-2019,7123552.557052243
9_human_capital,2019-2020,6811053.199886526
9_human_capital,2020-2021,5608441.917958365
NA,2017-2018,295544.7607115808
NA,2018-2019,586377.8677292163
NA,2019-2020,432417.5015592028
