owner_org,d_fiscal_year,total,total_constant_2019_dollars
csc-scc,2017-2018,31794.96,32696.34
csc-scc,2019-2020,40000.00,39496.49
csc-scc,2021-2022,26371.54,24611.02
dnd-mdn,2017-2018,19996.45,20650.81
pc,2017-2018,960056.38,989425.91
pc,2018-2019,1001205.63,1019590.49
pc,2019-2020,1029358.51,1020711.13
pc,2020-2021,212587.34,202675.34
pc,2021-2022,212587.34,198930.95
pwgsc-tpsgc,2017-2018,625109.77,644237.25
pwgsc-tpsgc,2018-2019,572594.25,583651.30
pwgsc-tpsgc,2019-2020,433997.85,430514.97
pwgsc-tpsgc,2020-2021,432812.06,412631.97
pwgsc-tpsgc,2021-2022,402592.31,369767.63
