d_fiscal_year,total,total_constant_2019_dollars
2017-2018,17960883.18,18414496.29
2018-2019,48809834.81,49535351.87
2019-2020,98681801.75,97541678.19
2020-2021,170880821.76,162373591.75
2021-2022,171958498.67,159855806.52
