d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2017-2018,5565844.28,5726434.94
it_consulting_services,2018-2019,32288979.61,32850213.03
it_consulting_services,2019-2020,78097045.63,77145757.97
it_consulting_services,2020-2021,133115433.31,126894505.00
it_consulting_services,2021-2022,130714410.86,122585686.81
it_software_licensing,2017-2018,1154074.40,1189231.64
it_software_licensing,2018-2019,890507.60,906321.36
it_software_licensing,2019-2020,1085743.56,1075774.84
it_software_licensing,2020-2021,6815703.15,6504830.41
it_software_licensing,2021-2022,6787969.58,6368971.74
