owner_org,d_fiscal_year,total
aafc-aac,2017-2018,220649.25234698024
aafc-aac,2018-2019,354624.42629515665
aafc-aac,2019-2020,225829.91135786314
aafc-aac,2020-2021,363455.13999999996
cfia-acia,2017-2018,144094.21
cfia-acia,2018-2019,223173.7362081957
cfia-acia,2019-2020,503270.5056285365
cfia-acia,2020-2021,155138.48384401412
cgc-ccg,2017-2018,238387.34217843082
cgc-ccg,2018-2019,343338.6210890464
cgc-ccg,2019-2020,442338.03920704924
cgc-ccg,2020-2021,393136.8713588721
dfo-mpo,2017-2018,958278.8426829557
dfo-mpo,2018-2019,274089.91211590223
dfo-mpo,2019-2020,1552107.9985715554
dfo-mpo,2020-2021,1443964.7883931703
dnd-mdn,2017-2018,79755.81999999999
dnd-mdn,2018-2019,105818.4
dnd-mdn,2019-2020,61964.377950819675
dnd-mdn,2020-2021,567404.6920491804
ec,2017-2018,70251.8
ec,2018-2019,23359.91
hc-sc,2017-2018,421681.72
hc-sc,2018-2019,117298.34000000001
hc-sc,2019-2020,60577.49693570451
hc-sc,2020-2021,124730.6806019152
nrc-cnrc,2017-2018,284464.5202739726
nrc-cnrc,2018-2019,487124.74
nrc-cnrc,2019-2020,137915.68
nrc-cnrc,2020-2021,572679.47
nrcan-rncan,2017-2018,24562.86
nrcan-rncan,2020-2021,79651.65
phac-aspc,2017-2018,935050.015438466
phac-aspc,2018-2019,551089.7277294298
phac-aspc,2019-2020,802577.520975632
phac-aspc,2020-2021,31499852.914724562
rcmp-grc,2017-2018,1496324.867314477
rcmp-grc,2018-2019,1829905.910942864
rcmp-grc,2019-2020,1747856.246377987
rcmp-grc,2020-2021,1863234.5061827456
