d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,498543.173874531
1_facilities_and_construction,2018-2019,804317.9672807622
1_facilities_and_construction,2019-2020,1067308.2103722754
1_facilities_and_construction,2020-2021,701543.6139696976
11_defence,2017-2018,17070
3_information_technology,2017-2018,33449.85
3_information_technology,2019-2020,30531.309999999998
3_information_technology,2020-2021,95511.7
4_medical,2017-2018,181454.38
4_medical,2018-2019,222287.99
4_medical,2019-2020,283935.46521126764
4_medical,2020-2021,28349355.828038897
6_industrial_products_and_services,2017-2018,4142983.8463607514
6_industrial_products_and_services,2018-2019,3283217.7670998327
6_industrial_products_and_services,2019-2020,4152662.7914216043
6_industrial_products_and_services,2020-2021,7916838.055145864
