normalized_vendor_name,original_vendor_name
SEAWAY CONSTRUCTION MANAGEMENT IN,Seaway Construction & Management In
SEAWAY CONSTRUCTION MANAGEMENT IN,SEAWAY CONSTRUCTION & MANAGEMENT IN
