d_fiscal_year,total,total_constant_2019_dollars
2017-2018,413900.23,427056.94
2018-2019,3803119.29,3851027.58
2019-2020,975411.21,974966.22
2020-2021,360053.32,346640.48
2021-2022,595335.68,494215.52
