d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_devices_equipment,2017-2018,824129.18,846440.34
it_devices_equipment,2018-2019,637068.02,646571.47
it_devices_equipment,2019-2020,312001.78,308866.16
it_devices_equipment,2020-2021,371164.42,351806.56
it_devices_equipment,2021-2022,1122581.90,1042255.55
it_other,2017-2018,9165.27,9392.27
it_other,2018-2019,108452.57,109609.78
it_other,2019-2020,15823.05,15689.52
it_other,2020-2021,15779.82,15001.41
it_other,2021-2022,15779.82,14650.70
it_software_licensing,2017-2018,16994.45,17395.04
it_software_licensing,2019-2020,5488.35,5355.53
it_software_licensing,2020-2021,59894.68,56985.35
