d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,12270432.18
1_facilities_and_construction,2018-2019,12270432.18
1_facilities_and_construction,2019-2020,12304049.81
1_facilities_and_construction,2020-2021,12270432.18
9_human_capital,2017-2018,36120.00
