d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2021-2022,78748.59,57429.77
2_professional_services,2017-2018,24886.34,25406.66
2_professional_services,2019-2020,162276.38,162498.88
2_professional_services,2020-2021,7414439.82,7283038.44
2_professional_services,2021-2022,18019172.95,11949528.18
3_information_technology,2017-2018,10189926.78,10463049.65
3_information_technology,2018-2019,9011308.74,9125936.61
3_information_technology,2019-2020,11994076.00,11969520.37
3_information_technology,2020-2021,10540618.34,10306941.39
3_information_technology,2021-2022,9150492.18,6842819.05
