d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
10_office_management,2017-2018,48138.00,49600.06
11_defence,2017-2018,7256484.72,7474367.55
11_defence,2018-2019,447154.29,456979.00
11_defence,2019-2020,15666.22,15714.70
3_information_technology,2017-2018,163070.30,168097.39
3_information_technology,2018-2019,34100.44,34418.99
5_transportation_and_logistics,2017-2018,4431557.15,4564535.31
5_transportation_and_logistics,2018-2019,710925.43,723566.78
5_transportation_and_logistics,2019-2020,109960.30,109815.11
6_industrial_products_and_services,2017-2018,99698.90,102722.37
6_industrial_products_and_services,2019-2020,254624.00,252371.68
