owner_org,d_fiscal_year,total,total_constant_2019_dollars
aafc-aac,2018-2019,24955.00,25188.12
csc-scc,2017-2018,1070912.16,1103947.55
dfo-mpo,2017-2018,1290188.41,1327103.51
dfo-mpo,2018-2019,233815.19,238295.83
dfo-mpo,2019-2020,109960.30,109815.11
dnd-mdn,2017-2018,7328838.13,7548809.65
dnd-mdn,2018-2019,447154.29,456979.00
dnd-mdn,2019-2020,270290.22,268086.38
pc,2017-2018,1133564.83,1168563.50
pc,2018-2019,121475.00,123599.45
pwgsc-tpsgc,2018-2019,134875.68,138222.56
tc,2017-2018,1175445.54,1210898.46
tc,2018-2019,229905.00,232679.81
