d_fiscal_year,total,total_constant_2019_dollars
2017-2018,24801327.35,25413195.39
2018-2019,55204596.08,56070182.89
2019-2020,51325024.04,50887322.84
2020-2021,50448847.47,47961805.11
2021-2022,55795836.92,51660263.35
