d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2018-2019,15343.77,15537.45
1_facilities_and_construction,2019-2020,11933.71,11950.07
11_defence,2017-2018,915237.00,944085.58
11_defence,2018-2019,1730794.17,1749869.24
11_defence,2019-2020,1558793.78,1559712.52
11_defence,2020-2021,619720.41,624008.56
11_defence,2021-2022,17156.87,10939.09
5_transportation_and_logistics,2017-2018,5372165.64,5516492.30
5_transportation_and_logistics,2018-2019,8411371.97,8511906.21
5_transportation_and_logistics,2019-2020,10184803.97,10165587.03
5_transportation_and_logistics,2020-2021,739298.19,720648.57
5_transportation_and_logistics,2021-2022,291340.42,238214.23
