d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2018-2019,15343.77
1_facilities_and_construction,2019-2020,11933.710000000001
11_defence,2017-2018,915237
11_defence,2018-2019,1730794.1742276424
11_defence,2019-2020,1558793.7757723578
11_defence,2020-2021,619720.4099999999
5_transportation_and_logistics,2017-2018,5372165.640000001
5_transportation_and_logistics,2018-2019,8411371.97
5_transportation_and_logistics,2019-2020,10184803.969999999
5_transportation_and_logistics,2020-2021,739298.1900000001
