d_fiscal_year,total,total_constant_2019_dollars
2017-2018,6330272.58,6521809.65
2018-2019,17750599.51,18073646.08
2019-2020,20508354.97,20343710.19
2020-2021,24929816.93,23745733.98
2021-2022,21812093.78,20374817.65
