d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,3145480.62,3242710.81
1_facilities_and_construction,2018-2019,8237750.98,8394590.78
1_facilities_and_construction,2019-2020,10911902.22,10824798.19
1_facilities_and_construction,2020-2021,15325989.09,14550464.81
1_facilities_and_construction,2021-2022,10889467.07,10123955.80
1_facilities_and_construction,2022-2023,10866867.07,9723718.21
2_professional_services,2017-2018,2851534.02,2938012.25
2_professional_services,2018-2019,9179590.58,9355068.07
2_professional_services,2019-2020,9262281.77,9188396.76
2_professional_services,2020-2021,9270569.89,8828916.67
2_professional_services,2021-2022,10589368.77,9810395.11
2_professional_services,2022-2023,26693985.37,23885959.36
