owner_org,d_fiscal_year,total,total_constant_2019_dollars
aafc-aac,2017-2018,43340.28,44614.24
aafc-aac,2018-2019,49432.20,50487.31
aafc-aac,2019-2020,413242.24,406096.71
aafc-aac,2020-2021,948651.64,904420.25
aafc-aac,2021-2022,959155.19,897673.63
aandc-aadnc,2017-2018,767449.89,790983.23
aandc-aadnc,2018-2019,756000.62,769819.54
aandc-aadnc,2019-2020,462649.04,458936.23
aandc-aadnc,2020-2021,459292.99,437888.52
cas-satj,2017-2018,144373.88,148944.04
cas-satj,2018-2019,103825.49,105138.96
cas-satj,2019-2020,33787.00,33707.69
cas-satj,2020-2021,14351.00,13611.09
cbsa-asfc,2017-2018,7112261.45,7320179.79
cbsa-asfc,2018-2019,21506619.10,21890077.63
cbsa-asfc,2019-2020,26544252.63,26321632.39
cbsa-asfc,2020-2021,28653227.80,27317017.98
cbsa-asfc,2021-2022,29651834.30,27753337.68
cer-rec,2017-2018,16611.23,17127.04
cer-rec,2018-2019,7020.21,7141.65
cer-rec,2019-2020,40612.44,39955.06
cer-rec,2020-2021,89381.18,85165.46
cer-rec,2021-2022,89819.23,84403.92
cfia-acia,2017-2018,1537750.29,1583754.90
cfia-acia,2018-2019,1208212.18,1230314.78
cfia-acia,2019-2020,1610887.85,1598146.53
cfia-acia,2020-2021,1927715.30,1839548.56
cfia-acia,2021-2022,2918676.91,2730472.12
cic,2017-2018,5449607.46,5616633.77
cic,2018-2019,5449607.46,5549220.71
cic,2019-2020,5514512.87,5469468.96
cic,2020-2021,15213494.00,14502039.76
cic,2021-2022,29963278.60,28001595.70
cihr-irsc,2017-2018,16950.00,17469.50
cihr-irsc,2018-2019,13541.45,13788.97
cihr-irsc,2019-2020,13578.55,13469.58
cihr-irsc,2020-2021,12486.50,11904.31
cihr-irsc,2021-2022,12486.50,11684.38
cnsc-ccsn,2017-2018,48098.98,49573.18
cnsc-ccsn,2018-2019,37310.85,38018.80
cnsc-ccsn,2019-2020,33820.34,33548.93
cnsc-ccsn,2020-2021,62025.52,59256.52
cnsc-ccsn,2021-2022,44599.60,41700.59
cra-arc,2017-2018,908467.44,936459.24
cra-arc,2018-2019,922202.58,938791.84
cra-arc,2019-2020,806517.90,799990.29
cra-arc,2020-2021,762280.57,726849.31
cra-arc,2021-2022,1614131.32,1512055.13
crtc,2021-2022,6871.26,6415.03
csa-asc,2017-2018,77435.03,79810.95
csa-asc,2018-2019,76364.42,77760.29
csa-asc,2019-2020,123588.24,122190.41
csa-asc,2020-2021,166681.94,158910.31
csa-asc,2021-2022,148869.60,139306.37
csc-scc,2017-2018,250322479.99,257974259.54
csc-scc,2018-2019,238661383.64,242851965.08
csc-scc,2019-2020,241995768.65,240030987.10
csc-scc,2020-2021,238611562.21,227475527.59
csc-scc,2021-2022,232449095.81,217290918.47
dfatd-maecd,2017-2018,29282.54,30089.48
dfatd-maecd,2018-2019,100628.76,101888.00
dfatd-maecd,2019-2020,1511388.55,1477142.42
dfatd-maecd,2020-2021,418060.53,398585.67
dfatd-maecd,2021-2022,452454.43,423663.37
dfo-mpo,2017-2018,552982.21,569982.76
dfo-mpo,2018-2019,704789.47,717292.67
dfo-mpo,2019-2020,1053014.74,1046328.86
dfo-mpo,2020-2021,736450.40,698360.81
dfo-mpo,2021-2022,965750.51,886389.83
dnd-mdn,2017-2018,124683679.01,128227964.81
dnd-mdn,2018-2019,237245868.57,241621855.75
dnd-mdn,2019-2020,233328666.01,231436469.65
dnd-mdn,2020-2021,247694078.76,236153890.42
dnd-mdn,2021-2022,236753110.87,221425998.51
ec,2017-2018,42285.65,43604.30
ec,2018-2019,89342.48,90566.62
ec,2019-2020,55132.45,55098.37
ec,2020-2021,27485.81,26305.74
ec,2021-2022,60279.14,56072.50
elections,2020-2021,56936.65,54340.61
elections,2021-2022,3830699.54,3584619.39
esdc-edsc,2017-2018,1455870.16,1500132.99
esdc-edsc,2018-2019,965896.56,983245.67
esdc-edsc,2019-2020,775851.34,767963.81
esdc-edsc,2020-2021,725495.55,691821.15
esdc-edsc,2021-2022,976753.99,911593.42
fin,2018-2019,10473.47,10664.91
fin,2019-2020,10502.16,10417.88
hc-sc,2017-2018,46524905.71,47940812.21
hc-sc,2018-2019,28656119.05,29187124.71
hc-sc,2019-2020,18542504.31,18467723.94
hc-sc,2020-2021,7842242.07,7459414.61
hc-sc,2021-2022,31818025.92,29700105.11
ic,2018-2019,5491.44,5583.84
ic,2019-2020,6611.40,6558.35
ic,2020-2021,6593.34,6285.92
ic,2021-2022,57375.53,52741.16
isc-sac,2017-2018,28236266.11,29097264.52
isc-sac,2018-2019,38149409.93,38844674.10
isc-sac,2019-2020,45830568.09,45349371.16
isc-sac,2020-2021,64041966.93,60974807.27
isc-sac,2021-2022,58369141.42,54229872.66
jus,2017-2018,125092.32,128853.22
jus,2018-2019,338172.20,343006.11
jus,2019-2020,190440.97,189128.66
jus,2020-2021,172820.28,164650.92
jus,2021-2022,111460.80,104548.00
nrc-cnrc,2017-2018,180274.56,185813.38
nrc-cnrc,2018-2019,160791.35,163644.58
nrc-cnrc,2019-2020,449174.57,444700.59
nrc-cnrc,2020-2021,360712.72,343732.24
nrc-cnrc,2021-2022,1069296.17,997865.46
nrcan-rncan,2017-2018,65195.16,67156.92
nrcan-rncan,2018-2019,19078.64,19345.61
nrcan-rncan,2019-2020,52965.12,52540.07
nrcan-rncan,2020-2021,42566.18,40558.97
nrcan-rncan,2021-2022,128240.16,121108.00
nserc-crsng,2017-2018,23429.03,24147.11
nserc-crsng,2018-2019,23429.03,23857.29
nsira-ossnr,2021-2022,1694.89,1541.11
oag-bvg,2020-2021,16950.00,16159.70
oag-bvg,2021-2022,16950.00,15861.15
