d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2021-2022,70767.52,65684.94
1_facilities_and_construction,2022-2023,77104.91,68993.80
10_office_management,2022-2023,34292.93,30852.76
2_professional_services,2020-2021,4249921.11,4005349.77
2_professional_services,2021-2022,39331001.85,36567579.08
2_professional_services,2022-2023,19382557.17,17472673.17
3_information_technology,2020-2021,113000.00,106477.16
8_security_and_protection,2017-2018,419273.02,432227.35
8_security_and_protection,2018-2019,432197.90,440480.17
8_security_and_protection,2019-2020,366260.84,364335.81
8_security_and_protection,2020-2021,162975.64,155205.07
9_human_capital,2017-2018,10618.43,10951.46
