d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,2365291.83,2440954.98
1_facilities_and_construction,2018-2019,536208.74,546001.66
1_facilities_and_construction,2019-2020,356797.71,351461.58
1_facilities_and_construction,2020-2021,1470978.18,1404057.49
1_facilities_and_construction,2021-2022,1067311.34,996846.95
2_professional_services,2020-2021,3104.05,2964.05
2_professional_services,2021-2022,6026.48,5639.35
5_transportation_and_logistics,2017-2018,20192.52,20748.97
5_transportation_and_logistics,2018-2019,17004.23,17438.18
6_industrial_products_and_services,2021-2022,90850.00,84920.54
