owner_org,d_fiscal_year,total,total_constant_2019_dollars
cbsa-asfc,2018-2019,10717.06,10836.21
cra-arc,2021-2022,82887.88,42416.77
dfo-mpo,2017-2018,219603.66,223942.39
dfo-mpo,2018-2019,157830.51,159377.46
dfo-mpo,2019-2020,2016645.36,2016601.96
dfo-mpo,2020-2021,745535.08,726951.69
dfo-mpo,2021-2022,564245.21,251924.82
dnd-mdn,2017-2018,130447.18,133842.07
dnd-mdn,2018-2019,105176.62,107105.81
dnd-mdn,2019-2020,10538.61,10553.06
dnd-mdn,2021-2022,30847.76,27609.25
hc-sc,2017-2018,55581.28,56577.78
iaac-aeic,2018-2019,16021.47,16176.52
isc-sac,2017-2018,55581.28,56577.78
pc,2019-2020,15610.80,15476.59
pc,2020-2021,102907.12,97268.98
pwgsc-tpsgc,2018-2019,19554.81,19744.05
pwgsc-tpsgc,2019-2020,55137.39,55142.88
pwgsc-tpsgc,2020-2021,14589.36,14221.59
pwgsc-tpsgc,2021-2022,509769.00,254947.59
rcmp-grc,2017-2018,10519.00,10699.69
rcmp-grc,2019-2020,166100.02,166299.18
rcmp-grc,2020-2021,471035.77,471916.91
rcmp-grc,2021-2022,143168.47,102471.84
ssc-spc,2017-2018,86917.80,88472.62
ssc-spc,2018-2019,355116.65,359229.43
ssc-spc,2019-2020,121505.38,121130.28
ssc-spc,2020-2021,30246.64,29435.08
ssc-spc,2021-2022,95816.20,77361.73
vac-acc,2019-2020,25875.00,25863.20
