d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2018-2019,19554.809999999998
10_office_management,2017-2018,18334.36
10_office_management,2020-2021,51847.7
11_defence,2017-2018,50793.2
11_defence,2018-2019,105176.62000000001
11_defence,2019-2020,10538.61
3_information_technology,2017-2018,340717.8
3_information_technology,2018-2019,506059.18
3_information_technology,2019-2020,2385263.150217391
3_information_technology,2020-2021,1209559.1502244319
6_industrial_products_and_services,2017-2018,148804.84
6_industrial_products_and_services,2018-2019,33626.51
6_industrial_products_and_services,2019-2020,15610.8
6_industrial_products_and_services,2020-2021,102907.12000000001
