d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2019-2020,11956.41,11671.60
it_consulting_services,2020-2021,5785.36,5452.10
it_devices_equipment,2017-2018,10519.00,10808.87
it_devices_equipment,2019-2020,59133.02,59222.77
it_devices_equipment,2020-2021,412863.27,389577.63
it_other,2017-2018,330198.80,339451.72
it_other,2018-2019,506059.18,511685.96
it_other,2019-2020,2106980.16,2092859.75
it_other,2020-2021,817445.37,783997.79
it_other,2021-2022,776116.78,713498.34
it_software_licensing,2019-2020,222624.09,217321.02
