d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,824302.97,848278.59
1_facilities_and_construction,2018-2019,978714.18,994593.34
1_facilities_and_construction,2019-2020,980299.32,971875.83
1_facilities_and_construction,2020-2021,1836792.42,1753373.23
1_facilities_and_construction,2021-2022,1998358.74,1882874.78
10_office_management,2017-2018,232123.40,239237.81
10_office_management,2018-2019,310578.02,316153.07
10_office_management,2019-2020,361546.91,358665.60
10_office_management,2020-2021,381644.91,364072.97
10_office_management,2021-2022,344338.99,322298.47
2_professional_services,2017-2018,95496.25,98423.14
2_professional_services,2018-2019,95496.25,97241.83
2_professional_services,2019-2020,119382.89,118051.65
2_professional_services,2020-2021,106268.32,101130.46
2_professional_services,2021-2022,125225.63,117181.26
