d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,824302.9664689056
1_facilities_and_construction,2018-2019,978714.1777049934
1_facilities_and_construction,2019-2020,980299.3200290791
1_facilities_and_construction,2020-2021,1836792.419057266
10_office_management,2017-2018,232123.4024408284
10_office_management,2018-2019,310578.0170212283
10_office_management,2019-2020,361546.9145280876
10_office_management,2020-2021,373198.24114302575
2_professional_services,2017-2018,95496.25160848732
2_professional_services,2018-2019,95496.25160848732
2_professional_services,2019-2020,119382.88517453797
2_professional_services,2020-2021,106268.31786602346
