owner_org,d_fiscal_year,total
aafc-aac,2018-2019,12593.29
aafc-aac,2019-2020,12515.62
aafc-aac,2020-2021,13116.09
csa-asc,2020-2021,14168.94
csc-scc,2019-2020,11404.84
dfo-mpo,2017-2018,189227.33
dfo-mpo,2018-2019,1311789.74
dfo-mpo,2019-2020,273178.98
dfo-mpo,2020-2021,161330.75
dnd-mdn,2017-2018,12405.68
dnd-mdn,2018-2019,4054672.69
dnd-mdn,2019-2020,602722.78
dnd-mdn,2020-2021,4127996.53
ec,2017-2018,137265.13
ec,2018-2019,386224.97
ec,2019-2020,389276.01
ec,2020-2021,326277.02
hc-sc,2018-2019,68413.59
hc-sc,2019-2020,7957.17
hc-sc,2020-2021,9522.51
nrc-cnrc,2018-2019,4165.44
nrc-cnrc,2019-2020,18229.81
nrc-cnrc,2020-2021,28708.33
pc,2018-2019,90825.00
phac-aspc,2019-2020,128336.25
phac-aspc,2020-2021,9959.46
pwgsc-tpsgc,2017-2018,8695.06
pwgsc-tpsgc,2018-2019,911378.93
pwgsc-tpsgc,2019-2020,1207006.87
pwgsc-tpsgc,2020-2021,1868392.68
rcmp-grc,2017-2018,17278.75
rcmp-grc,2018-2019,31608.90
