d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,347593.19507334346
1_facilities_and_construction,2018-2019,2380908.30161372
1_facilities_and_construction,2019-2020,1934897.5385598866
1_facilities_and_construction,2020-2021,5074034.596704791
11_defence,2018-2019,787056.4600000001
11_defence,2019-2020,36256.380000000005
11_defence,2020-2021,23193.86
2_professional_services,2020-2021,14168.940000000002
5_transportation_and_logistics,2018-2019,31608.899999999998
5_transportation_and_logistics,2019-2020,12828.25
6_industrial_products_and_services,2017-2018,17278.75
6_industrial_products_and_services,2018-2019,3647098.89
6_industrial_products_and_services,2019-2020,666646.16
6_industrial_products_and_services,2020-2021,1427722.920052867
8_security_and_protection,2020-2021,20352
9_human_capital,2018-2019,25000.000000000004
