d_most_recent_category,d_fiscal_year,total
6_industrial_products_and_services,2017-2018,872473.74
6_industrial_products_and_services,2018-2019,1907030.8133220782
6_industrial_products_and_services,2019-2020,2213182.1875870125
6_industrial_products_and_services,2020-2021,1915642.3916608307
