d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,131194.2310830325
1_facilities_and_construction,2018-2019,62518.20806676508
1_facilities_and_construction,2019-2020,185677.40085020242
10_office_management,2017-2018,99583.87139770362
10_office_management,2018-2019,41521.067314422544
10_office_management,2019-2020,62183.060000000005
10_office_management,2020-2021,16231.490000000002
2_professional_services,2017-2018,524041.3398897677
2_professional_services,2018-2019,477041.3425023936
2_professional_services,2019-2020,423060.8899823102
2_professional_services,2020-2021,472968.2220106316
3_information_technology,2017-2018,1648563.8280016652
3_information_technology,2018-2019,1240520.8054127104
3_information_technology,2019-2020,1423682.2647975988
3_information_technology,2020-2021,2024318.6719625893
5_transportation_and_logistics,2017-2018,17246.25
5_transportation_and_logistics,2019-2020,51330.78999999999
6_industrial_products_and_services,2017-2018,52152.74994285715
6_industrial_products_and_services,2018-2019,22003.28285714286
6_industrial_products_and_services,2019-2020,12007.220000000001
8_security_and_protection,2017-2018,88364.72
8_security_and_protection,2018-2019,97324.48999999999
8_security_and_protection,2019-2020,151431.06
8_security_and_protection,2020-2021,187923.18
9_human_capital,2017-2018,92293.77328369554
9_human_capital,2018-2019,105549.64932667746
9_human_capital,2019-2020,178706.31580530142
9_human_capital,2020-2021,230327.29861064264
