d_vendor_name,overall_total
FREEBALANCE,1148139.878184299
GARTNER,889845.9356712329
ORACLE CANADA,703626.0931693434
SOLOTECH,658427.69
CANADIAN CORPS OF COMMISSIONAIRES,525043.45
NORTHERN MICRO,515503.4764109589
MICROSOFT CANADA,463487.59295218263
PROCOM CONSULTANTS,389607.3321755725
CANADIAN ASSOCIATION OF DEFENCE AND SECURITY INDUSTRIES,367005.01
BELL CANADA,340649.14
NISHA TECHONOLOGIES,281538.35000000003
IPSG TECHNOLOGY IPSG,229308.33404160597
CEDROM SNI,194331.03353544645
SAJY COMMUNICATIONS,179995.38156801663
DUN BRADSTREET COMPANIES OF CANADA,121540.0245810056
GROUPE METALOGIQUE,119516.51
CONFERENCE BOARD OF CANADA,118477.79255319148
CNW GROUP,113218.01000000001
COFOMO,105719.98575342467
PRINTERS PLUS,101518.12000000001
CBCI TELECOM,101442.15
PROSCI CANADA,75855.33
EVALUATION PERSONNEL SELECTION INTERNATIONAL EPSI,73536.86000000002
TRADUCTION TESSIER LES,73233.47627737226
KPMG,72652.06834532374
SOLOTECH INTERNATIONALSOLOTECH INTERNATIONAL,69976.36
TERAMACH TECHNOLOGIES,68122.69
MICROAGE LES SYSTEMES NWD MONTREAL,66163.14
BAMBOU SPACE,63236.25
SOFTCHOICE,61196.094741144414
PERSONNEL ALTER EGO,60168.88999999999
LIONBRIDGE,58519.272700729925
UNIVERSALIA MANAGEMENT GROUP,56183.15000000001
DELOITTE AND TOUCHE,53739.32
TOYOTA CANADA,51330.78999999999
GROUPE ACCES DIRECT QUEBEC,50301.57
BEDARD RESSOURCES,46733.409999999996
INFOGROUP CANADA,44944.86098360656
REJEAN ROY,44198.89502762431
NETWRIX,40992.22621917808
LES SOLUTIONS OUTSIDESOFT SIMPLESONDAGE,40852.909999999996
XEROX,40218.05871212616
FOUG CONSEILS,39953.810000000005
FASTTRACK STAFFING,39945.5
TELUS CANADA,37553.43
DGB CONSULTING,37309.39
SAMSON ASSOCIES CPA CONSULTATION,36792
CHRISTIANE BEAUPRE CONSULTATION,34968.31811989101
I C I INFLUENCE COMMUNICATIONS,33810.10319343065
9320 4154 QUEBEC,33655.64
BRIGDEN CATHERINE,31992.700729927008
DRUIDE INFORMATIQUE,30054.010000000002
ENSEIGNES PATTISON SIGN GROUP,30005.68
INVESTISSEMENT QUEBEC CRIQ,28039.93
CENTRE RECHERCHE INDUSTRIELLEQUEBECA S ANN MILLER,27295.069999999996
STORMWIND,26726.2
UNIVERSITE D OTTAWA,26384.905660377357
GROUPE CAPITALES MEDIAS,26088.1
E S TUNIS AND ASSOCIATES,24989.999999999996
ADVANCED BUSINESS INTERIORS ABI,24892.09
PROCONTACT INFORMATIQUE,24172.12
GLOBAL KNOWLEDGE,23891.809999999998
HARLEY HOUSE CONSULTANTS,23052
ALTIS HUMAN RESOURCES,22987
RESEAU DES SADC ET CAE,22664.136690647483
XRM VISION,22533.95
BP M GOVERNMENT IM IT CONSULTI,22365
8709530 CANADA,22260.999999999996
DYNAMICSU,22035
CROWE,21121.35
GEMALTO COGENT,20338.5
GESTION B2B 2G0,19775.7
PHILIPS ELECTRONICS,18390.1728
KNOLL,17957.920000000002
MORNEAU SHEPELL,17556.68
SAP,17470.45
PUROLATOR,17246.25
MAXSYS STAFFING AND CONSULTING,16256.14
NUA OFFICE,16231.490000000002
SOLUTIONS DE RECONNAISSANCE RIDEAU,15839.200000000003
OFFICEVIBE,15802.465573770492
TEKNION,14529.359999999999
THOMSON TREMBLAY,14514.8
CO ENTREPRISE CITE CARON,13770
PLANTERRA,13149.140000000001
E B DATA,13000.31982300885
CENTRE PHI,12384.83
INSTITUT PLANIFICATION RETRAITE IPR,12175.849999999999
GENERAL DYNAMICS,12007.220000000001
BIP BUREAU DES INTERVIEWERS PROFESSIONNELS 1988,11497.5
GILLES BEAULNE,11497.5
LEMIEUX NOLET COMPTABLESPROFESSIONNELS AGREES S E N C R L,11497.5
SOFTSIM TECHNOLOGIES,11485.999999999998
CENTRE DE COLLABORATION MIQRO INNOVATION,11019.34
ADGA GROUP,10509
KORN FERRY HAY GROUP,10301.76
VERSALYS,10089.06
SPI CONSULTANTS,10026.97
2168 4907 QUEBEC ADVANIS JOLICOEUR,10002.83
4107811 CANADA AEROINSIGHT,7902.988902439025
