d_fiscal_year,total,total_constant_2019_dollars
2017-2018,2663498.39,2731870.19
2018-2019,2047410.11,2078008.88
2019-2020,2488079.00,2457730.69
2020-2021,2931768.86,2782759.43
2021-2022,3964026.52,3638305.60
