normalized_vendor_name,original_vendor_name
GOVERNMENT OF ALBERTA,ALBERTA LAW ENFORCEMENT RESPONSE
GOVERNMENT OF ALBERTA,ALBERTA HEALTH SERVICES
GOVERNMENT OF ALBERTA,Alberta Agriculture and Forestry
GOVERNMENT OF ALBERTA,ALBERTA HEALTH
GOVERNMENT OF ALBERTA,ALBERTA HEALTH SERVICES/AHS
GOVERNMENT OF ALBERTA,ALBERTA INFRASTRUCTURE
GOVERNMENT OF ALBERTA,ALBERTA INNOVAT - TECHNOLOGY FUT
GOVERNMENT OF ALBERTA,Alberta Ltd.
GOVERNMENT OF ALBERTA,Alberta Highway Services Ltd.
GOVERNMENT OF ALBERTA,ALBERTA INNOVATES - TECHNOLOGY FUTU
GOVERNMENT OF ALBERTA,Gov't of the Province of Alberta
GOVERNMENT OF ALBERTA,ALBERTA INNOVATIVES
GOVERNMENT OF ALBERTA,Alberta Health Services
GOVERNMENT OF ALBERTA,ALBERTA INNOVATES - TECHNOLOGY FUTURES
GOVERNMENT OF ALBERTA,GOVERNMENT OF ALBERTA
GOVERNMENT OF ALBERTA,ALBERTA INNOVATES-TECHNOLOGY FUTURE
GOVERNMENT OF ALBERTA,ALBERTA PUBLIC LABORATORIES LTD
GOVERNMENT OF ALBERTA,Alberta Innovates Technology Futures
GOVERNMENT OF ALBERTA,ALBERTA GOVERNMENT REGISTRIES ONLIN
GOVERNMENT OF ALBERTA,ALBERTA TRANSPORTATION
GOVERNMENT OF ALBERTA,Alberta Innovates
GOVERNMENT OF ALBERTA,ALBERTA NATURAL HERITAGE
GOVERNMENT OF ALBERTA,ALBERTA INNOVATES - TECHNOLOGY
GOVERNMENT OF ALBERTA,ALBERTA LANDSCAPE AND LAND-USE LTD.
GOVERNMENT OF ALBERTA,ALBERTA IDENTIFICATION BUREAU
GOVERNMENT OF ALBERTA,Alberta Innovates - Technology Futures
