d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2017-2018,313578.47,322533.80
it_consulting_services,2018-2019,166725.53,169662.58
it_consulting_services,2019-2020,1695990.59,1680653.89
it_consulting_services,2020-2021,2906189.31,2761583.64
it_consulting_services,2021-2022,5444400.39,5001390.99
it_consulting_services,2022-2023,3429843.80,3056540.07
it_devices_equipment,2017-2018,22431.00,23088.77
it_other,2020-2021,2552453.13,2418320.14
it_other,2021-2022,7468386.87,6932470.21
it_other,2022-2023,5748931.50,5125156.23
it_software_licensing,2019-2020,54573.35,54742.23
