d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
11_defence,2017-2018,1534585.26,1570913.86
2_professional_services,2017-2018,33181320.60,34003498.16
2_professional_services,2018-2019,51868358.69,52550146.14
2_professional_services,2019-2020,53875390.72,53327866.93
2_professional_services,2020-2021,129723132.38,123205249.85
2_professional_services,2021-2022,144764887.84,133721533.12
3_information_technology,2017-2018,336009.47,343947.00
3_information_technology,2018-2019,166725.53,169277.02
3_information_technology,2019-2020,1750563.94,1734394.48
3_information_technology,2020-2021,5458642.44,5172891.24
3_information_technology,2021-2022,12912787.26,11917545.63
9_human_capital,2020-2021,12430.00,11723.54
