d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
10_office_management,2017-2018,169950.98,175159.85
10_office_management,2018-2019,180691.63,183974.89
10_office_management,2019-2020,170416.60,169048.99
10_office_management,2020-2021,169950.98,162026.93
10_office_management,2021-2022,169950.98,159033.51
11_defence,2020-2021,693729.60,661384.09
11_defence,2021-2022,693729.60,649165.13
4_medical,2019-2020,23996.68,23425.06
5_transportation_and_logistics,2017-2018,12420.96,12775.93
6_industrial_products_and_services,2017-2018,2174413.28,2238176.24
6_industrial_products_and_services,2018-2019,613532.01,624318.15
6_industrial_products_and_services,2019-2020,904573.76,894414.99
6_industrial_products_and_services,2020-2021,821674.90,784082.95
6_industrial_products_and_services,2021-2022,296673.95,279827.59
8_security_and_protection,2017-2018,21746.93,22346.21
8_security_and_protection,2018-2019,274011.31,281004.17
