d_most_recent_category,d_fiscal_year,total
10_office_management,2017-2018,169950.98417418264
10_office_management,2018-2019,180691.63417418266
10_office_management,2019-2020,170416.60330890643
10_office_management,2020-2021,169950.98417418264
11_defence,2020-2021,693729.6
4_medical,2019-2020,23996.68
5_transportation_and_logistics,2017-2018,12420.96
6_industrial_products_and_services,2017-2018,2174413.277305403
6_industrial_products_and_services,2018-2019,613532.0077555244
6_industrial_products_and_services,2019-2020,904573.7645088697
6_industrial_products_and_services,2020-2021,821674.8959016394
8_security_and_protection,2017-2018,21746.929411764704
8_security_and_protection,2018-2019,274011.31058823527
