d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,3102777.11,3180081.91
1_facilities_and_construction,2018-2019,3486415.36,3532297.11
1_facilities_and_construction,2019-2020,3603613.22,3555299.06
1_facilities_and_construction,2020-2021,2049753.93,1950727.55
1_facilities_and_construction,2021-2022,2029733.91,1662518.87
2_professional_services,2017-2018,527220.38,540178.04
2_professional_services,2018-2019,301103.12,305027.62
2_professional_services,2019-2020,530533.07,521779.43
2_professional_services,2020-2021,392386.17,373025.32
2_professional_services,2021-2022,541685.61,376456.05
5_transportation_and_logistics,2017-2018,348488.54,357399.67
5_transportation_and_logistics,2018-2019,625991.00,632316.85
5_transportation_and_logistics,2020-2021,10508.70,10088.71
6_industrial_products_and_services,2017-2018,404061.06,414558.21
6_industrial_products_and_services,2019-2020,17633.54,17320.42
6_industrial_products_and_services,2020-2021,35170.73,33435.77
6_industrial_products_and_services,2021-2022,296102.75,237510.77
