owner_org,d_fiscal_year,total,total_constant_2019_dollars
cnsc-ccsn,2017-2018,103963.04,107320.51
irb-cisr,2020-2021,349658.79,333272.53
irb-cisr,2021-2022,386743.81,359565.65
irb-cisr,2022-2023,386743.81,346059.99
ssc-spc,2019-2020,1239680.39,1229445.47
ssc-spc,2020-2021,1301062.92,1238691.59
ssc-spc,2021-2022,1420772.12,1320928.30
ssc-spc,2022-2023,29046868.18,25940804.47
