d_fiscal_year,total,total_constant_2019_dollars
2017-2018,97827734.70,100826080.22
2018-2019,97834458.59,99622724.18
2019-2020,98117585.29,97330129.22
2020-2021,98375255.49,93790132.72
2021-2022,98135022.34,91834547.95
