d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
10_office_management,2019-2020,14450.77,14328.82
10_office_management,2020-2021,17791.92,16883.64
10_office_management,2021-2022,37934.81,35275.51
11_defence,2019-2020,24860.00,24467.32
2_professional_services,2017-2018,68450.41,70202.51
2_professional_services,2018-2019,212632.91,215719.67
2_professional_services,2019-2020,510154.04,505570.09
2_professional_services,2020-2021,586325.22,557276.19
2_professional_services,2021-2022,818163.00,759845.03
3_information_technology,2017-2018,173094.57,177428.98
3_information_technology,2018-2019,412391.07,418951.59
3_information_technology,2019-2020,261995.39,258825.65
3_information_technology,2020-2021,365976.79,347621.62
3_information_technology,2021-2022,434419.43,403518.74
9_human_capital,2017-2018,44200.45,45318.96
9_human_capital,2018-2019,37029.34,37615.70
9_human_capital,2019-2020,144950.10,143339.30
9_human_capital,2020-2021,444429.73,423199.41
9_human_capital,2021-2022,361243.18,334595.85
