d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2017-2018,76978.81,78907.78
it_consulting_services,2018-2019,92586.20,94120.26
it_consulting_services,2019-2020,157802.36,155671.38
it_consulting_services,2020-2021,206965.93,196589.39
it_consulting_services,2021-2022,172241.33,159943.32
it_other,2017-2018,5862.08,6000.26
it_other,2018-2019,45524.67,46232.65
it_other,2019-2020,32827.29,32520.67
it_other,2020-2021,15162.56,14283.17
it_other,2021-2022,82789.65,76870.56
it_software_licensing,2017-2018,90253.68,92520.94
it_software_licensing,2018-2019,274280.20,278598.69
it_software_licensing,2019-2020,71365.74,70633.61
it_software_licensing,2020-2021,143848.30,136749.07
it_software_licensing,2021-2022,179388.45,166704.86
