d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2020-2021,137655.00,130600.14
10_office_management,2021-2022,10042.88,9131.70
11_defence,2017-2018,55942.46,57484.07
11_defence,2018-2019,42107.76,42466.87
11_defence,2019-2020,58554.09,57159.29
11_defence,2021-2022,58840.91,55142.20
3_information_technology,2017-2018,2628473.18,2705153.73
3_information_technology,2018-2019,5661848.03,5761758.53
3_information_technology,2019-2020,6360296.40,6276464.88
3_information_technology,2020-2021,4892086.30,4662956.79
3_information_technology,2021-2022,5854124.91,5507122.38
5_transportation_and_logistics,2017-2018,442272.49,455144.71
5_transportation_and_logistics,2018-2019,249204.99,254034.21
5_transportation_and_logistics,2019-2020,509100.54,507556.73
5_transportation_and_logistics,2020-2021,390597.67,373240.31
5_transportation_and_logistics,2021-2022,207784.66,195341.04
6_industrial_products_and_services,2017-2018,55983.06,57525.79
