d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2017-2018,10871.81,11212.79
it_devices_equipment,2017-2018,2267599.01,2335420.34
it_devices_equipment,2018-2019,5395094.81,5495972.26
it_devices_equipment,2019-2020,5487169.02,5419190.10
it_devices_equipment,2020-2021,4163967.97,3965912.96
it_devices_equipment,2021-2022,5571238.40,5210278.41
it_devices_equipment,2022-2023,6327110.83,5647194.71
it_other,2017-2018,350002.36,359997.89
it_other,2018-2019,266753.22,270107.67
it_other,2019-2020,848683.39,835281.06
it_other,2020-2021,728118.33,690121.06
it_other,2021-2022,282886.51,260942.98
it_other,2022-2023,105676.92,94282.66
it_software_licensing,2019-2020,24444.00,24379.43
