owner_org,d_fiscal_year,total,total_constant_2019_dollars
aafc-aac,2019-2020,41252.07,40419.15
cbsa-asfc,2021-2022,19917.85,18005.42
cbsa-asfc,2022-2023,10127.72,9148.01
cic,2018-2019,25316.34,25561.61
cic,2019-2020,16428.69,16479.53
cics-scic,2021-2022,10042.88,9078.60
cra-arc,2019-2020,59198.16,58312.26
cra-arc,2020-2021,20267.79,19457.23
csps-efpc,2021-2022,20255.25,18310.42
cta-otc,2017-2018,55983.06,57581.85
dfatd-maecd,2017-2018,290892.02,299199.45
dfatd-maecd,2018-2019,148438.12,149980.69
dfatd-maecd,2019-2020,599731.27,589642.56
dfatd-maecd,2020-2021,447336.07,423965.20
dfatd-maecd,2021-2022,55586.73,52027.67
dfatd-maecd,2022-2023,54058.62,48494.97
dnd-mdn,2017-2018,55942.46,57540.09
dnd-mdn,2018-2019,42107.76,42501.12
dnd-mdn,2019-2020,58554.09,57217.58
dnd-mdn,2021-2022,58840.91,54811.29
dnd-mdn,2022-2023,302221.22,268012.87
irb-cisr,2020-2021,74578.31,70451.54
jus,2020-2021,64926.24,61984.53
nrcan-rncan,2019-2020,1545.72,1510.44
nrcan-rncan,2020-2021,20731.67,19632.66
osfi-bsif,2019-2020,52006.32,51439.56
osfi-bsif,2021-2022,63969.43,58282.31
osfi-bsif,2022-2023,24534.16,21711.39
pc,2021-2022,15620.85,14121.00
ppsc-sppc,2018-2019,17619.18,17783.77
ps-sp,2019-2020,19716.07,19501.20
ps-sp,2022-2023,854.07,755.80
pwgsc-tpsgc,2018-2019,61689.16,62310.15
pwgsc-tpsgc,2019-2020,58420.58,58601.37
pwgsc-tpsgc,2022-2023,12191.29,10788.63
rcmp-grc,2017-2018,2779853.65,2862845.92
rcmp-grc,2018-2019,5657990.22,5764622.48
rcmp-grc,2019-2020,6021098.06,5950364.74
rcmp-grc,2020-2021,4792498.89,4563924.96
rcmp-grc,2021-2022,5861751.66,5481923.88
rcmp-grc,2022-2023,6841759.11,6109129.12
vac-acc,2021-2022,24807.80,22573.44
