d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,6597956.50,6800809.54
1_facilities_and_construction,2018-2019,8490291.81,8644852.63
1_facilities_and_construction,2019-2020,8375424.06,8302642.75
1_facilities_and_construction,2020-2021,9481370.17,9029669.63
1_facilities_and_construction,2021-2022,11485542.95,10659010.72
1_facilities_and_construction,2022-2023,35227936.49,31361670.41
2_professional_services,2017-2018,198863.76,204950.47
2_professional_services,2018-2019,210149.01,214347.84
2_professional_services,2019-2020,665729.12,657502.31
2_professional_services,2020-2021,622694.11,594361.95
2_professional_services,2021-2022,132270.64,123697.75
2_professional_services,2022-2023,79094.43,70774.03
3_information_technology,2017-2018,36225.00,37259.53
6_industrial_products_and_services,2017-2018,38249.27,39448.91
